"species","TotalReads"
"Heyndrickxia sporothermodurans",1
"Pseudalkalibacillus hwajinpoensis",1
"Halalkalibacter krulwichiae",1
"Rossellomorea sp. FM04394",1
"Halobacillus shinanisalinarum",1
"Lentibacillus daqui",1
"Gracilibacillus caseinilyticus",1
"Pontibacillus sp. ALD_SL1",1
"Staphylococcus aureus",41125
"Staphylococcus sp. MI 10-1553",1
"Staphylococcus sp. IVB6181",1
"Staphylococcus sp. MZ3",693
"Staphylococcus schweitzeri",30
"Staphylococcus argenteus",22
"Staphylococcus saprophyticus",16
"Staphylococcus pseudintermedius",12
"Staphylococcus simiae",12
"Staphylococcus epidermidis",11
"Staphylococcus pasteuri",7
"Staphylococcus hominis",7
"Staphylococcus haemolyticus",6
"Staphylococcus lugdunensis",5
"Staphylococcus simulans",4
"Staphylococcus hyicus",3
"Staphylococcus warneri",4
"Staphylococcus hsinchuensis",3
"Staphylococcus taiwanensis",3
"Staphylococcus pettenkoferi",3
"Staphylococcus lutrae",2
"Staphylococcus nepalensis",2
"Staphylococcus xylosus",2
"Staphylococcus devriesei",2
"Staphylococcus gallinarum",2
"Staphylococcus saccharolyticus",2
"Staphylococcus lloydii",2
"Staphylococcus arlettae",1
"Staphylococcus chromogenes",1
"Staphylococcus capitis",1
"Staphylococcus piscifermentans",1
"Staphylococcus kloosii",1
"Staphylococcus carnosus",1
"Staphylococcus equorum",2
"Staphylococcus massiliensis",1
"Staphylococcus edaphicus",1
"Staphylococcus ratti",1
"Staphylococcus pseudoxylosus",1
"Mammaliicoccus stepanovicii",2
"Mammaliicoccus sciuri",1
"Macrococcus bovicus",2
"Macrococcoides caseolyticum",1
"Listeria monocytogenes",40813
"Listeria innocua",209
"Listeria swaminathanii",58
"Listeria welshimeri",51
"Listeria ivanovii",44
"Listeria seeligeri",24
"Listeria weihenstephanensis",6
"Listeria sp. PSOL-1",1
"Listeria newyorkensis",1
"haloalkaliphilic bacterium Ve2BHAPC#02",23
"Paenibacillus sp. FSL W8-0194",13
"Paenibacillus silvisoli",1
"Paenibacillus azoreducens",1
"Candidatus Cohnella colombiensis",1
"Exiguobacterium mexicanum",1
"Solibacillus sp. FSL R5-0449",1
"Enterococcus faecalis",41007
"Enterococcus sp. 9D6_DIV0238",9
"Enterococcus sp. 7F3_DIV0205",5
"Enterococcus sp. DIV2402",2
"Enterococcus sp. DA9",38
"Enterococcus sp. 12C11_DIV0727",1
"Enterococcus sp. DIV0212c",1
"Enterococcus sp. DIV1094",1
"Enterococcus sp. PLM3",19
"uncultured Enterococcus sp.",6
"Enterococcus durans",7
"Enterococcus rotai",6
"Enterococcus faecium",10
"Enterococcus raffinosus",5
"Enterococcus hirae",4
"Enterococcus silesiacus",4
"Enterococcus dispar",3
"Enterococcus cecorum",3
"Enterococcus devriesei",2
"Enterococcus casseliflavus",5
"Enterococcus wangshanyuanii",2
"Enterococcus saccharolyticus",2
"Enterococcus mundtii",1
"Enterococcus avium",1
"Enterococcus moraviensis",2
"Enterococcus gilvus",1
"Enterococcus thailandicus",1
"Vagococcus fluvialis",2
"Vagococcus intermedius",2
"Vagococcus coleopterorum",1
"Vagococcus carniphilus",1
"Tetragenococcus osmophilus",1
"Limosilactobacillus fermentum",33145
"Limosilactobacillus mucosae",1
"Limosilactobacillus pontis",1
"Lactobacillus delbrueckii",9
"uncultured Lactobacillus sp.",5
"Lactobacillus acetotolerans",2
"Lactobacillus gasseri",1
"Lactobacillus amylolyticus",1
"Lactiplantibacillus plantarum",14
"Lacticaseibacillus paracasei",3
"Lacticaseibacillus rhamnosus",1
"Weissella paramesenteroides",3
"Ligilactobacillus ruminis",2
"Ligilactobacillus murinus",1
"Loigolactobacillus backii",1
"Pediococcus pentosaceus",1
"Paucilactobacillus hokkaidonensis",1
"Lentilactobacillus hilgardii",1
"Apilactobacillus bombintestini",1
"Bombilactobacillus folatiphilus",1
"Aerococcus urinaeequi",2
"Granulicatella sp. oral taxon E26",1
"Lactococcus garvieae",1
"uncultured Desulfosporosinus sp.",5
"Clostridium beijerinckii",1
"Clostridium culturomicium",1
"Clostridium baratii",1
"Proteiniborus sp. MB09-C3",1
"[Bacteroides] pectinophilus",1
"Faecalibacterium sp. I4-1-79",1
"Lacrimispora xylanisolvens",2
"Mediterraneibacter gnavus",1
"Roseburia faecis",1
"Lachnospiraceae bacterium JLR.KK008",1
"Anaeropeptidivorans aminofermentans",1
"Geosporobacter ferrireducens",2
"Intestinibacter bartlettii",1
"Anaerococcus sp. WGS1596",1
"Gottschalkia acidurici",1
"Bacillota bacterium Lsc_1132",1
"Streptomyces sp. NBC_01261",4
"Streptomyces sp. GD-15H",1
"Streptomyces sp. NBC_00178",1
"Streptomyces sp. NBC_00287",1
"Streptomyces sp. HUAS ZL42",1
"Streptomyces sp. NBC_00005",2
"Streptomyces sp. NBC_01178",1
"Streptomyces sp. GS7",1
"Streptomyces albidoflavus",3
"Streptomyces nojiriensis",1
"Streptomyces venezuelae",1
"Streptomyces spectabilis",1
"Streptomyces nigrescens",1
"Streptomyces niveus",1
"Streptomyces platensis",1
"Kitasatospora sp. NBC_01300",2
"Kitasatospora cathayae",1
"Kitasatospora griseola",1
"Arthrobacter sp. YN",3
"Arthrobacter sunyaminii",1
"Arthrobacter alpinus",1
"Kocuria rhizophila",2
"Microbacterium sp. JZ31",3
"Agromyces sp. MMS24-K17",1
"Curtobacterium sp. MCLR17_036",1
"Leucobacter luti",1
"Cellulomonas sp. ATA003",1
"Brevibacterium otitidis",1
"Luteipulveratus mongoliensis",1
"Mycobacterium sp. SMC-2",1
"Candidatus Mycobacterium methanotrophicum",1
"Mycobacterium heckeshornense",1
"Mycolicibacterium pallens",2
"Gordonia polyisoprenivorans",1
"Gordonia hydrophobica",1
"Nocardia yunnanensis",1
"Nocardia terpenica",1
"Corynebacterium terpenotabidum",1
"Cutibacterium acnes",5
"Actinoplanes sp. NBC_00393",1
"Actinoplanes teichomyceticus",1
"Krasilnikovia sp. MM14-A1004",1
"Amycolatopsis sp. NBC_01480",2
"Umezawaea sp. Da 62-37",1
"Nonomuraea fuscirosea",1
"Spirillospora sp. NBC_00431",1
"uncultured Solirubrobacterales bacterium",1
"uncultured Thermoleophilaceae bacterium",1
"uncultured Actinomycetota bacterium",1
"Iamia majanohamensis",1
"Prochlorococcus sp. MIT 1300",2
"Prochlorococcus marinus",1
"Nostoc sp. NIES-2111",1
"Mesomycoplasma ovipneumoniae",1
"Salmonella enterica",44229
"Salmonella sp. WGH-01",43
"Salmonella sp. SA14318",18
"Salmonella sp. SSDFZ54",77
"Salmonella sp. A7",34
"Salmonella sp. 2018103",37
"Salmonella sp. CVCC 1806",52
"Salmonella sp. SA15303",213
"Salmonella bongori",20
"Escherichia coli",27046
"Escherichia sp. E4742",14
"Escherichia sp. KS167_9B",14
"Escherichia sp. HH091_1A",6
"Escherichia albertii",30
"Escherichia fergusonii",35
"Escherichia marmotae",24
"uncultured Escherichia sp.",12
"Shigella dysenteriae",147
"Shigella flexneri",789
"Shigella boydii",285
"Shigella sonnei",54
"Klebsiella pneumoniae",672
"Klebsiella quasipneumoniae",43
"Klebsiella variicola",4
"Klebsiella aerogenes",6
"Klebsiella sp. PL-2018",1
"Klebsiella sp. ZYC-1",3
"Klebsiella michiganensis",4
"Klebsiella oxytoca",3
"Klebsiella africana",1
"Klebsiella huaxiensis",1
"Raoultella terrigena",1
"Raoultella planticola",1
"Citrobacter freundii",28
"Citrobacter freundii complex sp. CFNIH2",3
"Citrobacter portucalensis",8
"Citrobacter cronae",6
"Citrobacter sedlakii",1
"Citrobacter braakii",4
"Citrobacter sp. RHB25-C09",4
"Citrobacter sp. R56",2
"Citrobacter rodentium",2
"Citrobacter meridianamericanus",1
"Citrobacter telavivensis",1
"Citrobacter tructae",1
"Citrobacter arsenatis",1
"Citrobacter farmeri",1
"Citrobacter koseri",1
"Enterobacter hormaechei",22
"Enterobacter asburiae",7
"Enterobacter cloacae",3
"Enterobacter cloacae complex sp.",2
"Enterobacter roggenkampii",2
"Enterobacter kobei",5
"Enterobacter chengduensis",1
"Enterobacter sp. ECC-175",3
"Enterobacter sp. RHBSTW-00994",2
"Enterobacter sp. C2",2
"Enterobacter sp. N18-03635",1
"Enterobacter sp. 638",1
"Enterobacter mori",2
"Enterobacter huaxiensis",1
"Enterobacter oligotrophicus",1
"Enterobacter bugandensis",1
"Leclercia adecarboxylata",7
"Leclercia sp. 29361",2
"Leclercia pneumoniae",2
"Enterobacteriaceae bacterium strain FGI 57",2
"Enterobacteriaceae bacterium ENNIH1",2
"Plautia stali symbiont",1
"Pseudocitrobacter faecalis",4
"Pseudocitrobacter corydidari",1
"Kosakonia sp. ML.JS2a",1
"Kosakonia pseudosacchari",1
"Kosakonia sacchari",1
"Kosakonia radicincitans",1
"Kosakonia cowanii",1
"Kluyvera genomosp. 3",3
"Kluyvera ascorbata",1
"Atlantibacter hermannii",4
"Pseudescherichia vulneris",3
"Yokenella regensburgei",3
"Lelliottia sp. AC1",1
"Lelliottia nimipressuralis",1
"Cronobacter sp. JZ38",1
"Cronobacter condimenti",1
"Cronobacter sakazakii",1
"Scandinavium goeteborgense",3
"Buttiauxella agrestis",3
"Mangrovibacter phragmitis",2
"Cedecea sp. FDAARGOS_727",1
"Cedecea neteri",1
"Candidatus Stammera capleta",1
"Candidatus Hartigia pinicola",1
"[Enterobacter] lignolyticus",1
"Siccibacter colletis",1
"Jejubacter calystegiae",1
"Candidatus Ishikawella capsulata",1
"Yersinia pestis",16
"Yersinia mollaretii",1
"Serratia symbiotica",4
"Serratia entomophila",1
"Serratia rubidaea",1
"Serratia plymuthica",1
"Serratia marcescens",3
"Rouxiella sp. WC2420",2
"Rahnella sikkimica",1
"Pantoea agglomerans",1
"Pantoea alhagi",1
"Pantoea stewartii",3
"Candidatus Pantoea soli",1
"Erwinia persicina",2
"Mixta intestinalis",1
"Tatumella ptyseos",1
"Morganella morganii",2
"Providencia rettgeri",1
"Moellerella wisconsensis",1
"Xenorhabdus griffiniae",1
"Arsenophonus nasoniae",1
"Pectobacterium parmentieri",3
"Dickeya dianthicola",1
"Edwardsiella piscicida",2
"Hafnia alvei",1
"Enterobacterales bacterium endosymbiont of Anomoneura mori",1
"Leminorella richardii",1
"Pseudomonas aeruginosa",31970
"Pseudomonas nitroreducens",5
"Pseudomonas citronellolis",9
"Pseudomonas paraeruginosa",17
"Pseudomonas anguilliseptica",1
"Pseudomonas sp. HR96",4
"Pseudomonas sp. FeN3W",2
"Pseudomonas sp. MTM4",2
"Pseudomonas sp. ATCC 13867",2
"Pseudomonas sp. J452",2
"Pseudomonas sp. LS44",1
"Pseudomonas sp. CMR5c",1
"Pseudomonas sp. B11D7D",1
"Pseudomonas sp. B21-051",1
"Pseudomonas sp. LPB0260",1
"Pseudomonas sp. MYb327",1
"Pseudomonas sp. 15A4",1
"Pseudomonas sp. B21-056",1
"Pseudomonas sp. AK6U",78
"Pseudomonas sp. PDNC002",1
"Pseudomonas sp. AN-1",1
"Pseudomonas sp. GCEP-101",1
"Pseudomonas sp. PS1(2021)",27
"Pseudomonas sp. JQ170C",1
"Pseudomonas sp. G166",5
"Pseudomonas sp. LS1212",1
"Pseudomonas sp. phDV1",5
"Pseudomonas sp. ABC1",1
"Pseudomonas sp. Ost2",1
"Pseudomonas sp. nanlin1",1
"Pseudomonas sp. CYM-20-01",1
"Pseudomonas sp. FP818",8
"Pseudomonas sp. Colony2",7
"Pseudomonas sp. FP453",1
"Pseudomonas sp. M30-35",1
"Pseudomonas sp. FP2196",1
"Pseudomonas sp. PSE14",3
"Pseudomonas sp. NS1(2017)",1
"Pseudomonas sp. SK3(2021)",1
"Pseudomonas sp. C9-3",1
"Pseudomonas putida",11
"Pseudomonas monteilii",7
"Pseudomonas fluorescens",5
"Pseudomonas corrugata",2
"Pseudomonas orientalis",1
"Pseudomonas granadensis",1
"Pseudomonas trivialis",1
"Pseudomonas veronii",3
"Pseudomonas viridiflava",2
"Pseudomonas syringae",1
"Pseudomonas syringae group genomosp. 3",3
"Pseudomonas chlororaphis",3
"Pseudomonas protegens",3
"uncultured Pseudomonas sp.",4
"Pseudomonas triclosanedens",4
"Pseudomonas abietaniphila",2
"Pseudomonas baltica",2
"Pseudomonas sivasensis",1
"Pseudomonas cavernae",1
"Candidatus Pseudomonas phytovorans",1
"Pseudomonas luteola",1
"Pseudomonas tructae",1
"Pseudomonas leptonychotis",1
"Pseudomonas taetrolens",1
"Pseudomonas huanghezhanensis",1
"Pseudomonas paeninsulae",1
"Pseudomonas seleniipraecipitans",1
"Pseudomonas benzenivorans",1
"Pseudomonas zeae",1
"Pseudomonas prosekii",1
"Pseudomonas vanderleydeniana",1
"Pseudomonas siliginis",3
"Pseudomonas sihuiensis",3
"Pseudomonas xantholysinigenes",1
"Pseudomonas fakonensis",1
"Pseudomonas hefeiensis",1
"Pseudomonas muyukensis",1
"Pseudomonas batumici",1
"Pseudomonas tohonis",1
"Pseudomonas silvicola",1
"Pseudomonas alkylphenolica",1
"Pseudomonas serboccidentalis",1
"Pseudomonas cremoricolorata",1
"Pseudomonas phytophila",1
"Ectopseudomonas oleovorans",7
"Ectopseudomonas guguanensis",1
"Stutzerimonas sp. R40042",2
"Stutzerimonas stutzeri",1
"Stutzerimonas zhaodongensis",1
"Azotobacter chroococcum",2
"Azotobacter salinestris",1
"Halopseudomonas litoralis",1
"Halopseudomonas maritima",1
"Metapseudomonas boanensis",2
"Vibrio sp. JC009",1
"Vibrio metoecus",3
"Vibrio tritonius",1
"Vibrio tapetis",1
"Vibrio porteresiae",1
"Photobacterium sp. DA100",1
"Photobacterium atrarenae",1
"Photobacterium damselae",1
"Parasalinivibrio latis",1
"Xanthomonas citri",1
"Xanthomonas rydalmerensis",1
"Stenotrophomonas maltophilia",1
"Stenotrophomonas oahuensis",1
"Pseudoxanthomonas winnipegensis",1
"Lysobacterales bacterium",1
"Dyella sp. GSA-30",1
"Shewanella baltica",1
"Shewanella marisflavi",1
"Pseudoalteromonas luteoviolacea",2
"Idiomarina abyssalis",1
"Alteromonas sp. D210916BOD_24",1
"Acinetobacter baumannii",2
"Acinetobacter sp. AS23",1
"Acinetobacter schindleri",1
"Aeromonas veronii",2
"Aeromonas salmonicida",1
"uncultured Marinobacterium sp.",1
"Neptuniibacter halophilus",1
"Gynuella sunshinyii",1
"Cellvibrionales bacterium",1
"Microbulbifer sp. A4B17",1
"Gammaproteobacteria bacterium",1
"endosymbiont of unidentified scaly snail isolate Monju",1
"Methylomonas koyamae",1
"Legionella cherrii",1
"Rheinheimera sp. F8",1
"Rhizobium ruizarguesonis",2
"Rhizobium jaguaris",1
"Shinella sp. H4-D48",1
"Shinella sumterensis",1
"Bradyrhizobium sp. CIAT3101",2
"Bradyrhizobium septentrionale",1
"Bradyrhizobium arachidis",1
"Xanthobacter autotrophicus",1
"Mesorhizobium sp. AA22",1
"Devosia sp. Naph2",1
"Sphingomonas lutea",1
"Erythrobacter sp. SDW2",1
"uncultured Alphaproteobacteria bacterium",1
"Caulobacter vibrioides",1
"Neokomagataea tanensis",1
"Paracoccaceae bacterium",1
"Candidatus Magnetococcus massalia",1
"Burkholderia contaminans",1
"Burkholderia pseudomallei",1
"Burkholderia sp. IDO3",1
"Burkholderia gladioli",1
"Cupriavidus taiwanensis",1
"Cupriavidus oxalaticus",1
"Cupriavidus pauculus",1
"Robbsia sp. KACC 23696",1
"Variovorax sp. PAMC26660",1
"Variovorax paradoxus",1
"Rhodoferax saidenbachensis",1
"Massilia sp. NP310",1
"Massilia violaceinigra",1
"Castellaniella defragrans",1
"Gallionella capsiferriformans",1
"Jeongeupia sp. USM3",1
"beta proteobacterium CB",1
"Flavobacterium sangjuense",1
"Flavobacterium ginsenosidimutans",1
"Flavobacterium tructae",1
"Capnocytophaga canimorsus",1
"Zunongwangia sp. SCSIO 43204",1
"Christiangramia fulva",1
"Chryseobacterium indologenes",2
"Kaistella antarctica",1
"Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu",1
"Schleiferiaceae bacterium",1
"Dyadobacter fanqingshengii",1
"Tellurirhabdus bombi",1
"Flammeovirga pectinis",1
"Hymenobacter volaticus",1
"Filimonas lacunae",1
"Chitinophaga sp. HK235",1
"Flavihumibacter fluvii",1
"Paraprevotella xylaniphila",1
"Phocaeicola salanitronis",1
"Pedobacter roseus",1
"Mucilaginibacter jinjuensis",1
"uncultured Bacteroidota bacterium",1
"Haliscomenobacter hydrossis",1
"Phycisphaeraceae bacterium",1
"Anaerohalosphaeraceae bacterium",1
"Maioricimonas rarisocia",1
"uncultured Verrucomicrobiae bacterium",1
"uncultured Acidobacteriota bacterium",1
"Thermoanaerobaculia bacterium",1
"Vicinamibacterales bacterium",1
"Nitratiruptor sp. YY09-18",1
"Sulfurimonas sp. HSL1-2",1
"Desulfonema magnum",1
"uncultured bacterium",60
"uncultured bacterium OMZ60_11M11",1
"Thermus sp. Z-1",1
"uncultured Thermotogae bacterium",1
"candidate division WOR-3 bacterium",1
"Saccharomyces cerevisiae",7419
"Saccharomyces paradoxus",46
"Saccharomyces boulardii (nom. inval.)",12
"Saccharomyces kudriavzevii",6
"Saccharomyces mikatae",6
"Saccharomyces eubayanus",3
"Saccharomyces bayanus",4
"Saccharomyces pastorianus",2
"uncultured Saccharomyces",4
"Zygosaccharomyces parabailii",1
"Kluyveromyces marxianus",1
"Torulaspora globosa",1
"Vanderwaltozyma polyspora",1
"uncultured Candida",2
"Wickerhamomyces onychis",3
"Cyberlindnera suaveolens",1
"Saccharomycodes ludwigii",1
"Ogataea nonfermentans",2
"Kuraishia capsulata",1
"Candida margitis",1
"Candida albicans",1
"Candidozyma auris",1
"Geotrichum galactomycetum",4
"Aspergillus pseudotamarii",1
"Aspergillus aculeatinus",2
"Aspergillus fumigatus",1
"Arthroderma uncinatum",1
"Paracoccidioides lutzii",1
"Exophiala spinifera",1
"Fonsecaea nubica",1
"Fusarium redolens",2
"Colletotrichum phormii",1
"Sporothrix schenckii",1
"Parathielavia appendiculata",1
"Hypoxylon fragiforme",1
"Sclerotinia sclerotiorum",1
"Botrytis deweyae",1
"Pseudogymnoascus verrucosus",1
"Parastagonospora nodorum",2
"Trematosphaeria pertusa",1
"Recurvomyces mirabilis",1
"Pseudovirgaria hyperparasitica",1
"uncultured Ascomycota",4
"Cryptococcus neoformans",4893
"Cryptococcus neoformans AD hybrid",10
"Cryptococcus deuterogattii",4
"Cryptococcus bacillisporus",7
"Cryptococcus tetragattii",1
"Cryptococcus wingfieldii",1
"Kwoniella botswanensis",1
"Burgoa turficola",4
"Rhizoctonia solani",1
"Tropicoporus linteus",2
"Agaricus bisporus",2
"Marasmius sp.",1
"Pseudozyma hubeiensis",1
"Melanopsichium pennsylvanicum",1
"Malassezia restricta",1
"Pseudomicrostroma glucosiphilum",1
"Puccinia graminis",1
"Mixia osmundae",1
"uncultured fungus",5
"uncultured yeast",3
"Mucor mucedo",1
"Homo sapiens",26
"Pan troglodytes",2
"Sapajus apella",1
"Microcebus murinus",2
"Lemur catta",1
"Mus musculus",7
"Rattus norvegicus",1
"Peromyscus maniculatus",1
"Alexandromys fortis",1
"Equus caballus",8
"Ovis aries",1
"Odocoileus virginianus",1
"Sus scrofa",2
"Vicugna pacos",1
"Panthera uncia",1
"Ursus arctos",1
"Hipposideros armiger",1
"Rousettus aegyptiacus",1
"Loxodonta africana",1
"Choloepus hoffmanni",1
"Antechinus flavipes",2
"Monodelphis domestica",1
"Pseudopodoces humilis",1
"Cyanistes caeruleus",1
"Zonotrichia albicollis",1
"Passer domesticus",1
"Pogoniulus pusillus",1
"Calidris pugnax",1
"Columba livia",1
"Meleagris gallopavo",4
"Gallus gallus",1
"Apteryx mantelli",6
"Terrapene triunguis",3
"Anolis maynardi",1
"Anolis sagrei",1
"Ahaetulla prasina",1
"Eleutherodactylus coqui",2
"Pseudophryne corroboree",1
"Xenopus laevis",1
"Microcaecilia unicolor",1
"Geotrypetes seraphini",1
"Pungitius pungitius",2
"Gasterosteus aculeatus",1
"Centropristis striata",1
"Dicentrarchus labrax",1
"Scatophagus argus",1
"Acanthopagrus latus",1
"Oryzias latipes",2
"Oryzias melastigma",1
"Kryptolebias marmoratus",1
"Mugil cephalus",1
"Brachygobius doriae",2
"Sphaeramia orbicularis",1
"Platichthys flesus",1
"Scophthalmus maximus",1
"Solea senegalensis",1
"Nerophis ophidion",1
"Syngnathoides biaculeatus",1
"Hippocampus comes",1
"Salvelinus namaycush",1
"Oncorhynchus gorbuscha",1
"Osmerus eperlanus",1
"Ictalurus furcatus",2
"Clarias gariepinus",1
"Tachysurus fulvidraco",1
"Trichomycterus rosablanca",1
"Paramisgurnus dabryanus",2
"Xyrauchen texanus",1
"Myxocyprinus asiaticus",1
"Danio aesculapii",2
"Megalops cyprinoides",1
"Amia calva",1
"Acipenser ruthenus",3
"Callorhinchus milii",1
"Hypanus sabinus",1
"Lampetra fluviatilis",1
"Phallusia mammillata",1
"Drosophila serrata",2
"Drosophila melanogaster",1
"Drosophila bipectinata",1
"Drosophila willistoni",2
"Drosophila innubila",1
"Drosophila sulfurigaster",1
"Drosophila grimshawi",1
"Eurosta solidaginis",2
"Bactrocera latifrons",1
"Calliphora vicina",1
"Anopheles cruzii",1
"Malaya genurostris",1
"Harmonia axyridis",3
"Euwallacea similis",2
"Sitophilus oryzae",1
"Zophobas morio",1
"Monomorium pharaonis",1
"Trachymyrmex zeteki",1
"Nylanderia fulva",1
"Pseudomyrmex gracilis",1
"Habropoda laboriosa",1
"Nasonia vitripennis",1
"Melitaea cinxia",1
"Papilio xuthus",1
"Galleria mellonella",1
"Amyelois transitella",1
"Bombyx mori",1
"Timema poppense",15
"Timema cristinae",5
"Timema monikensis",2
"Timema genevievae",1
"Periplaneta americana",1
"Rhopalosiphum maidis",1
"Acyrthosiphon pisum",1
"Bemisia tabaci",1
"Diaphorina citri",1
"Planococcus citri",1
"Anthocoris alpinus",2
"Neocloeon triangulifer",2
"Darwinula stevensoni",2
"Notodromas monacha",1
"Cyprideis torosa",1
"Lepeophtheirus salmonis",1
"Oppiella nova",1
"Platynothrus peltifer",1
"Ornithodoros turicata",1
"Angiostrongylus cantonensis",1
"Strongyloides papillosus",1
"Ylistrum balloti",1
"Pecten maximus",1
"Saccostrea cuccullata",1
"Dreissena polymorpha",2
"Haliotis rubra",2
"Aplysia californica",1
"Littorina saxatilis",1
"Spirometra erinaceieuropaei",3
"Trichobilharzia szidati",2
"Hydractinia symbiolongicarpus",1
"Hydra vulgaris",1
"Clytia hemisphaerica",1
"Exaiptasia diaphana",1
"Pocillopora verrucosa",1
"Dendronephthya gigantea",1
"marine Metazoa environmental sample",2
"Monosiga brevicollis",1
"Pyrus x bretschneideri",2
"Malus domestica",1
"Rosa agrestis",2
"Fragaria vesca",1
"Ziziphus jujuba",1
"Cannabis sativa",1
"Manihot esculenta",1
"Hevea brasiliensis",1
"Euphorbia lathyris",1
"Malpighia emarginata",1
"Alnus glutinosa",1
"Corylus avellana",1
"Phaseolus vulgaris",1
"Lotus japonicus",1
"Cucurbita pepo",1
"Brassica oleracea",1
"Brassica rapa",1
"Raphanus sativus",1
"Arabidopsis thaliana",1
"Camelina sativa",1
"Capsella rubella",1
"Punica granatum",1
"Hibiscus syriacus",1
"Nicotiana sylvestris",2
"Solanum lycopersicum",1
"Ipomoea triloba",1
"Ipomoea nil",1
"Salvia splendens",1
"Andrographis paniculata",1
"Mandevilla fragrans",1
"Impatiens glandulifera",1
"Diospyros lotus",1
"Eragrostis tef",3
"Digitaria exilis",1
"Panicum virgatum",1
"Triticum aestivum",1
"Triticum urartu",1
"Oryza sativa",1
"Ananas comosus",3
"Nymphaea colorata",1
"Amborella trichopoda",1
"Pinus taeda",1
"Chlamydomonas reinhardtii",1
"Lithodesmioides sp.",2
"Thalassiosira pseudonana",1
"Globisporangium nunn",2
"Albugo laibachii",1
"Plasmodium reichenowi",1
"Plasmodium brasilianum",1
"Gregarina niphandrodes",1
"Neospora caninum",1
"Dinophysis acuminata",1
"Ichthyophthirius multifiliis",1
"Comatricha laxa",1
"Cavenderia fasciculata",1
"Entamoeba dispar",1
"Vermamoeba vermiformis",1
"uncultured eukaryote",2
"Trypanosoma melophagium",1
"Methanospirillum stamsii",4
"Methanocella arvoryzae",1
"Methanocella conradii",1
"Methanosarcina acetivorans",1
"Halosimplex litoreum",1
"Halanaeroarchaeum sp. HSR-CO",1
"Halorussus vallis",1
"Natranaeroarchaeum sulfidigenes",1
"Methanocaldococcus fervens",1
"Nitrosopumilus sp.",1
"Severe acute respiratory syndrome-related coronavirus",1447
"Orthoavulavirus javaense",1
"Novirhabdovirus salmonid",1
"Rotavirus A",1
"Rodent pestivirus",1
"Caudoviricetes sp.",9
"Marine virus AFVG_117M42",1
"Macdonaldcampvirus SB28",8
"Bacteriophage sp.",1
"Yellowstone lake phycodnavirus 3",1
"Leptonychotes weddellii papillomavirus 2",1
"Saccharomyces cerevisiae synthetic construct",15
"synthetic construct",27
"uncultured organism",9
